Disease,symptoms_text,symptoms_count
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision excessive_hunger increased_appetite polyuria,9
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity increased_appetite polyuria,9
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea,4
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea,4
Gastroenteritis,sunken_eyes dehydration diarrhoea,3
Gastroenteritis,vomiting dehydration diarrhoea,3
Gastroenteritis,vomiting sunken_eyes diarrhoea,3
Gastroenteritis,vomiting sunken_eyes dehydration,3
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea,4
Gastroenteritis,sunken_eyes dehydration diarrhoea,3
Gastroenteritis,vomiting dehydration diarrhoea,3
Gastroenteritis,vomiting sunken_eyes diarrhoea,3
Bronchial Asthma,fatigue cough high_fever breathlessness family_history mucoid_sputum,6
Bronchial Asthma,cough high_fever breathlessness family_history mucoid_sputum,5
Bronchial Asthma,fatigue high_fever breathlessness family_history mucoid_sputum,5
Bronchial Asthma,fatigue cough breathlessness family_history mucoid_sputum,5
Bronchial Asthma,fatigue cough high_fever family_history mucoid_sputum,5
Bronchial Asthma,fatigue cough high_fever breathlessness mucoid_sputum,5
Bronchial Asthma,fatigue cough high_fever breathlessness family_history,5
Bronchial Asthma,fatigue cough high_fever breathlessness family_history mucoid_sputum,6
Bronchial Asthma,cough high_fever breathlessness family_history mucoid_sputum,5
Bronchial Asthma,fatigue high_fever breathlessness family_history mucoid_sputum,5
Hypertension ,headache chest_pain dizziness loss_of_balance lack_of_concentration,5
Hypertension ,chest_pain dizziness loss_of_balance lack_of_concentration,4
Hypertension ,headache dizziness loss_of_balance lack_of_concentration,4
Hypertension ,headache chest_pain loss_of_balance lack_of_concentration,4
Hypertension ,headache chest_pain dizziness lack_of_concentration,4
Hypertension ,headache chest_pain dizziness loss_of_balance,4
Hypertension ,headache chest_pain dizziness loss_of_balance lack_of_concentration,5
Hypertension ,chest_pain dizziness loss_of_balance lack_of_concentration,4
Hypertension ,headache dizziness loss_of_balance lack_of_concentration,4
Hypertension ,headache chest_pain loss_of_balance lack_of_concentration,4
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,9
Migraine,indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,8
Migraine,acidity headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,8
Migraine,acidity indigestion blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,8
Migraine,acidity indigestion headache excessive_hunger stiff_neck depression irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision stiff_neck depression irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger depression irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability,8
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,5
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance,4
Cervical spondylosis,back_pain weakness_in_limbs dizziness loss_of_balance,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain loss_of_balance,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,8
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,8
Jaundice,vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,7
Jaundice,itching fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,7
Jaundice,itching vomiting weight_loss high_fever yellowish_skin dark_urine abdominal_pain,7
Jaundice,itching vomiting fatigue high_fever yellowish_skin dark_urine abdominal_pain,7
Jaundice,itching vomiting fatigue weight_loss yellowish_skin dark_urine abdominal_pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever dark_urine abdominal_pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin abdominal_pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain,7
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain,8
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain,8
Malaria,vomiting high_fever sweating headache nausea diarrhoea muscle_pain,7
Malaria,chills high_fever sweating headache nausea diarrhoea muscle_pain,7
Malaria,chills vomiting sweating headache nausea diarrhoea muscle_pain,7
Malaria,chills vomiting high_fever headache nausea diarrhoea muscle_pain,7
Malaria,chills vomiting high_fever sweating nausea diarrhoea muscle_pain,7
Malaria,chills vomiting high_fever sweating headache diarrhoea muscle_pain,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain,7
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,11
Chicken pox,skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue lethargy headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue lethargy high_fever loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache mild_fever swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite swelled_lymph_nodes malaise red_spots_over_body,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever malaise red_spots_over_body,10
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain muscle_pain red_spots_over_body,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise red_spots_over_body,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,14
Dengue,chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Dengue,skin_rash joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Dengue,skin_rash chills vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Dengue,skin_rash chills joint_pain fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Dengue,skin_rash chills joint_pain vomiting high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Dengue,skin_rash chills joint_pain vomiting fatigue headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,13
Typhoid,chills vomiting fatigue high_fever nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation diarrhoea toxic_look_(typhos) belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain toxic_look_(typhos) belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea belly_pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos),10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,11
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,11
Typhoid,chills fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,11
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,11
hepatitis A,vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting yellowish_skin nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite diarrhoea mild_fever yellowing_of_eyes muscle_pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain mild_fever yellowing_of_eyes muscle_pain,10
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,12
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,12
Hepatitis B,fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue lethargy dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue lethargy yellowish_skin loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections,11
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history,6
Hepatitis C,yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history,5
Hepatitis C,fatigue nausea loss_of_appetite yellowing_of_eyes family_history,5
Hepatitis C,fatigue yellowish_skin loss_of_appetite yellowing_of_eyes family_history,5
Hepatitis C,fatigue yellowish_skin nausea yellowing_of_eyes family_history,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history,6
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history,6
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes,9
Hepatitis D,vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea abdominal_pain yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite yellowing_of_eyes,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain,8
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,13
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,13
Hepatitis E,vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting fatigue high_fever dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding,12
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,7
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,7
Alcoholic hepatitis,yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,6
Alcoholic hepatitis,vomiting abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,6
Alcoholic hepatitis,vomiting yellowish_skin swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain distention_of_abdomen history_of_alcohol_consumption fluid_overload,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach history_of_alcohol_consumption fluid_overload,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen fluid_overload,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption,6
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload,7
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,16
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,16
Tuberculosis,vomiting fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills fatigue weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting weight_loss cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting fatigue cough high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting fatigue weight_loss high_fever breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting fatigue weight_loss cough breathlessness sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever sweating loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Tuberculosis,chills vomiting fatigue weight_loss cough high_fever breathlessness loss_of_appetite mild_fever yellowing_of_eyes swelled_lymph_nodes malaise phlegm chest_pain blood_in_sputum,15
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,17
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,17
Common Cold,chills fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing fatigue cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills cough high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills fatigue high_fever headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills fatigue cough headache swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills fatigue cough high_fever swelled_lymph_nodes malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills fatigue cough high_fever headache malaise phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Common Cold,continuous_sneezing chills fatigue cough high_fever headache swelled_lymph_nodes phlegm throat_irritation redness_of_eyes sinus_pressure runny_nose congestion chest_pain loss_of_smell muscle_pain,16
Pneumonia,chills fatigue cough high_fever breathlessness sweating malaise chest_pain fast_heart_rate rusty_sputum,10
Pneumonia,chills fatigue cough high_fever breathlessness sweating malaise phlegm chest_pain fast_heart_rate rusty_sputum,11
