,Disease,abdominal_pain,abnormal_menstruation,acidity,acute_liver_failure,altered_sensorium,anxiety,back_pain,belly_pain,blackheads,bladder_discomfort,blister,blood_in_sputum,bloody_stool,blurred_and_distorted_vision,breathlessness,brittle_nails,bruising,burning_micturition,chest_pain,chills,cold_hands_and_feets,coma,congestion,constipation,continuous_feel_of_urine,continuous_sneezing,cough,cramps,dark_urine,dehydration,depression,diarrhoea,dischromic_patches,distention_of_abdomen,dizziness,drying_and_tingling_lips,enlarged_thyroid,excessive_hunger,extra_marital_contacts,family_history,fast_heart_rate,fatigue,fluid_overload,foul_smell_ofurine,headache,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irregular_sugar_level,irritability,irritation_in_anus,itching,joint_pain,knee_pain,lack_of_concentration,lethargy,loss_of_appetite,loss_of_balance,loss_of_smell,malaise,mild_fever,mood_swings,movement_stiffness,mucoid_sputum,muscle_pain,muscle_wasting,muscle_weakness,nausea,neck_pain,nodal_skin_eruptions,obesity,pain_behind_the_eyes,pain_during_bowel_movements,pain_in_anal_region,painful_walking,palpitations,passage_of_gases,patches_in_throat,phlegm,polyuria,prominent_veins_on_calf,puffy_face_and_eyes,pus_filled_pimples,receiving_blood_transfusion,receiving_unsterile_injections,red_sore_around_nose,red_spots_over_body,redness_of_eyes,restlessness,runny_nose,rusty_sputum,scurring,shivering,silver_like_dusting,sinus_pressure,skin_peeling,skin_rash,slurred_speech,small_dents_in_nails,spinning_movements,spotting_urination,stiff_neck,stomach_bleeding,stomach_pain,sunken_eyes,sweating,swelled_lymph_nodes,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,toxic_look_(typhos),ulcers_on_tongue,unsteadiness,visual_disturbances,vomiting,watering_from_eyes,weakness_in_limbs,weakness_of_one_body_side,weight_gain,weight_loss,yellow_crust_ooze,yellow_urine,yellowing_of_eyes,yellowish_skin
cough,0.9869892430992134,0.28512248115584005,0.12335900306045897,0.35838085069926484,0.0805930325777521,0.0805930325777521,0.0805930325777521,0.1198696588454756,0.0805930325777521,0.07803938009296513,0.0805930325777521,0.0805930325777521,0.6033406362688701,0.0805930325777521,0.15030779818032314,0.7981847252707657,0.08306862034450652,0.0805930325777521,0.1162876420841945,0.8738377009719317,0.5895028051565869,0.0805930325777521,0.08306862034450652,0.6033406362688701,0.1198696588454756,0.0805930325777521,0.3853184955565382,1.0,0.0805930325777521,0.20045125744263295,0.07803938009296513,0.12162481507079444,0.19924132445455497,0.07803938009296513,0.0805930325777521,0.14883051089389096,0.0805930325777521,0.08306862034450652,0.1779086744727534,0.07803938009296513,0.3509702292619849,0.39636063533432864,0.3947581427297995,0.0805930325777521,0.07540720549420243,0.04597816364308915,0.567098714024515,0.0805930325777521,0.0805930325777521,0.08306862034450652,0.11808760097947661,0.0805930325777521,0.0805930325777521,0.0805930325777521,0.18050247533782768,0.0805930325777521,0.22156149003112127,0.2227020297010721,0.0805930325777521,0.0805930325777521,0.17660217168500247,0.03499865272213643,0.15030779818032314,0.6033406362688701,0.6543136397416313,0.27821858408156713,0.1198696588454756,0.0805930325777521,0.5552830532786126,0.19839135259985832,0.07803938009296513,0.12162481507079444,0.30458380673643465,0.1198696588454756,0.07803938009296513,0.1198696588454756,0.08306862034450652,0.0805930325777521,0.0805930325777521,0.1198696588454756,0.08306862034450652,0.0805930325777521,0.07803938009296513,0.9101554841241388,0.08306862034450652,0.0805930325777521,0.0805930325777521,0.07803938009296513,0.08306862034450652,0.08306862034450652,0.0805930325777521,0.12162481507079444,0.6033406362688701,0.1198696588454756,0.6033406362688701,0.6033406362688701,0.07803938009296513,0.07803938009296513,0.0805930325777521,0.6033406362688701,0.0805930325777521,0.24167320074104276,0.08306862034450652,0.0805930325777521,0.07803938009296513,0.07803938009296513,0.1198696588454756,0.08306862034450652,0.3853184955565382,0.07803938009296513,0.3894076015866296,0.6515394050892931,0.1198696588454756,0.0805930325777521,0.07803938009296513,0.08306862034450652,0.0805930325777521,0.6033406362688701,0.0805930325777521,0.5722018654758797,0.0805930325777521,0.0805930325777521,0.0,0.07803938009296513,0.07803938009296513,0.07803938009296513,0.0805930325777521,0.18842538234857004,0.0805930325777521,0.0805930325777521,0.04887723771293714,0.26424370051207663
cramps,0.9897970326476128,0.11968423512201327,0.04453721465243068,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.020273321367930815,0.042766270761279264,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.05773635021858804,0.0695143691270911,0.021972707229468962,0.9957978968938486,0.040929900359136934,0.0923628864790455,0.10095558574984008,0.020273321367930815,0.021972707229468962,0.021972707229468962,0.042766270761279264,0.020273321367930815,0.041856783811002114,0.0805930325777521,1.0,0.0811491559776263,0.01843096108752184,0.04365942648104025,0.0805930325777521,0.01843096108752184,0.020273321367930815,0.05702920035626416,0.020273321367930815,0.021972707229468962,0.07073392564411124,0.01843096108752184,0.042766270761279264,0.04365942648104025,0.26839087350805857,0.020273321367930815,0.01639454413913099,0.1276040489972426,0.14509896723355817,0.020273321367930815,0.020273321367930815,0.021972707229468962,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.020273321367930815,0.07193921324629916,0.020273321367930815,0.09080689487397216,0.09132705995173593,0.020273321367930815,0.020273321367930815,0.07012597992938882,0.12899206179327355,0.05773635021858804,0.021972707229468962,0.09287861013433571,0.05913085830220276,0.042766270761279264,0.020273321367930815,0.020273321367930815,0.07193921324629916,0.01843096108752184,0.04365942648104025,0.12852962147975583,0.042766270761279264,0.01843096108752184,0.8581808879708398,0.021972707229468962,0.020273321367930815,0.020273321367930815,0.042766270761279264,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.05913085830220276,0.021972707229468962,0.9957978968938486,0.020273321367930815,0.01843096108752184,0.021972707229468962,0.021972707229468962,0.020273321367930815,0.04365942648104025,0.021972707229468962,0.042766270761279264,0.021972707229468962,0.021972707229468962,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.0999621685795484,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.01843096108752184,0.042766270761279264,0.021972707229468962,0.041856783811002114,0.01843096108752184,0.09080689487397216,0.05843682312578852,0.042766270761279264,0.020273321367930815,0.9906275293459914,0.021972707229468962,0.9957978968938486,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.18843653012833494,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.07012597992938882,0.020273321367930815,0.020273321367930815,0.1024381101201637,0.11021126212165049
dark_urine,0.9888862427727001,0.8641703836697248,0.12414387397366129,0.1188433408034148,0.5850072315824152,0.0811491559776263,0.0811491559776263,0.1206352183029356,0.0811491559776263,0.07858269239919148,0.0811491559776263,0.0811491559776263,0.08363734292587954,0.0811491559776263,0.15124294453053314,0.1763644906623976,0.08363734292587954,0.0811491559776263,0.11703344631418829,0.22632803172693497,0.24531802957167728,0.0811491559776263,0.6002077443219216,0.08363734292587954,0.1206352183029356,0.0811491559776263,0.1188433408034148,0.20045125744263295,0.0811491559776263,1.0,0.07858269239919148,0.12240008332308155,0.12974419855024266,0.07858269239919148,0.0811491559776263,0.14975737966740055,0.0811491559776263,0.08363734292587954,0.178998826202773,0.07858269239919148,0.1206352183029356,0.12240008332308155,0.4111054827290475,0.0811491559776263,0.07593697655632851,0.3043260726181509,0.1263718281148141,0.0811491559776263,0.0811491559776263,0.08363734292587954,0.1188433408034148,0.0811491559776263,0.0811491559776263,0.0811491559776263,0.18160720400037295,0.0811491559776263,0.38549990069156104,0.6472656975532327,0.0811491559776263,0.0811491559776263,0.18566571848877478,0.6563307036182718,0.15124294453053314,0.08363734292587954,0.08887411828530457,0.2753599700281604,0.1206352183029356,0.0811491559776263,0.0811491559776263,0.19555255890017728,0.07858269239919148,0.12240008332308155,0.4346181105835822,0.1206352183029356,0.07858269239919148,0.1206352183029356,0.08363734292587954,0.0811491559776263,0.0811491559776263,0.1206352183029356,0.08363734292587954,0.0811491559776263,0.07858269239919148,0.15418126434992097,0.08363734292587954,0.0811491559776263,0.0811491559776263,0.07858269239919148,0.6002077443219216,0.6002077443219216,0.0811491559776263,0.12240008332308155,0.08363734292587954,0.1206352183029356,0.08363734292587954,0.08363734292587954,0.07858269239919148,0.07858269239919148,0.0811491559776263,0.08363734292587954,0.0811491559776263,0.24311971050301825,0.08363734292587954,0.0811491559776263,0.07858269239919148,0.07858269239919148,0.1206352183029356,0.6002077443219216,0.1188433408034148,0.07858269239919148,0.22289640369787858,0.15271746348018908,0.1206352183029356,0.0811491559776263,0.07858269239919148,0.08363734292587954,0.0811491559776263,0.08363734292587954,0.0811491559776263,0.07858269239919148,0.0811491559776263,0.0811491559776263,0.4156459350436675,0.07858269239919148,0.07858269239919148,0.07858269239919148,0.0811491559776263,0.18566571848877478,0.0811491559776263,0.5850072315824152,0.8144825387122029,0.8972938634546302
dehydration,0.9800515649083718,0.11617815524819262,0.04271070209632445,0.04006716248948489,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.0409646319959418,0.01843096108752184,0.016505911942223492,0.01843096108752184,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.0556802570387459,0.06721261899427287,0.020181740943977452,0.01843096108752184,0.039151949378124745,0.08953149605870384,0.09791515680467114,0.01843096108752184,0.020181740943977452,0.020181740943977452,0.0409646319959418,0.01843096108752184,0.04006716248948489,0.07803938009296513,0.01843096108752184,0.07858269239919148,1.0,0.04184547587969911,0.5722018654758797,0.016505911942223492,0.01843096108752184,0.05498691257201056,0.01843096108752184,0.020181740943977452,0.0684053605574782,0.016505911942223492,0.0409646319959418,0.04184547587969911,0.1846049167705715,0.01843096108752184,0.014344095898545975,0.12389707217394152,0.14094503780803952,0.01843096108752184,0.01843096108752184,0.020181740943977452,0.04006716248948489,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.06958394199364298,0.01843096108752184,0.08801287163498812,0.0885205638523761,0.01843096108752184,0.01843096108752184,0.06781080877041987,0.12524976194115897,0.0556802570387459,0.020181740943977452,0.09003479791946878,0.05704717580528173,0.0409646319959418,0.01843096108752184,0.01843096108752184,0.06958394199364298,0.016505911942223492,0.04184547587969911,0.12479909304550997,0.0409646319959418,0.016505911942223492,0.0409646319959418,0.020181740943977452,0.01843096108752184,0.01843096108752184,0.0409646319959418,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.05704717580528173,0.020181740943977452,0.01843096108752184,0.01843096108752184,0.016505911942223492,0.020181740943977452,0.020181740943977452,0.01843096108752184,0.04184547587969911,0.020181740943977452,0.0409646319959418,0.020181740943977452,0.020181740943977452,0.016505911942223492,0.016505911942223492,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.09694611199385367,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.016505911942223492,0.0409646319959418,0.020181740943977452,0.04006716248948489,0.9827656003624532,0.08801287163498812,0.05636693079802458,0.0409646319959418,0.01843096108752184,0.016505911942223492,0.020181740943977452,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.01843096108752184,0.01843096108752184,0.23577732678459715,0.016505911942223492,0.016505911942223492,0.016505911942223492,0.01843096108752184,0.06781080877041987,0.01843096108752184,0.01843096108752184,0.09936122184495758,0.10694169105613657
depression,0.9938895199642998,0.17668184268684572,0.6834158051610283,0.6444364686185263,0.04365942648104025,0.04365942648104025,0.04365942648104025,0.0702801388177275,0.04365942648104025,0.04184547587969911,0.04365942648104025,0.04365942648104025,0.04540431613425675,0.04365942648104025,0.5121738705788277,0.10625115926279609,0.8941163936512178,0.04365942648104025,0.06791731919444854,0.13810698088788506,0.15020198633025272,0.8807794546317926,0.04540431613425675,0.04540431613425675,0.0702801388177275,0.04365942648104025,0.06910731467570515,0.12162481507079444,0.04365942648104025,0.12240008332308155,0.04184547587969911,1.0,0.12162481507079444,0.04184547587969911,0.04365942648104025,0.5476543161462151,0.04365942648104025,0.8941163936512178,0.4253133909825945,0.04184547587969911,0.0702801388177275,0.07143663769007466,0.0423982802380731,0.04365942648104025,0.03995587604277926,0.1883645506178104,0.21271985579297242,0.04365942648104025,0.04365942648104025,0.04540431613425675,0.6444364686185263,0.04365942648104025,0.04365942648104025,0.04365942648104025,0.8633429821259484,0.04365942648104025,0.13592194624306272,0.1366521982580093,0.04365942648104025,0.04365942648104025,0.4568509919386012,0.18986878518363287,0.0901409919934066,0.04540431613425675,0.13883158675868332,0.09203171401320416,0.6685405522528517,0.04365942648104025,0.04365942648104025,0.10960125661197856,0.04184547587969911,0.07143663769007466,0.18921300694003945,0.0702801388177275,0.04184547587969911,0.0702801388177275,0.04540431613425675,0.04365942648104025,0.04365942648104025,0.0702801388177275,0.04540431613425675,0.04365942648104025,0.04184547587969911,0.09203171401320416,0.04540431613425675,0.04365942648104025,0.8807794546317926,0.04184547587969911,0.04540431613425675,0.04540431613425675,0.04365942648104025,0.07143663769007466,0.04540431613425675,0.0702801388177275,0.04540431613425675,0.04540431613425675,0.04184547587969911,0.04184547587969911,0.04365942648104025,0.04540431613425675,0.04365942648104025,0.14880149074906104,0.04540431613425675,0.04365942648104025,0.04184547587969911,0.04184547587969911,0.6360785164742104,0.04540431613425675,0.06910731467570515,0.04184547587969911,0.13592194624306272,0.09109006545517763,0.0702801388177275,0.04365942648104025,0.04184547587969911,0.8941163936512178,0.04365942648104025,0.04540431613425675,0.04365942648104025,0.04184547587969911,0.04365942648104025,0.8508818900998408,0.2741275224112259,0.04184547587969911,0.04184547587969911,0.04184547587969911,0.8807794546317926,0.10709524459583047,0.04365942648104025,0.04365942648104025,0.15229292810977443,0.16327168826557525
diarrhoea,0.9869892430992134,0.23597841660382732,0.3889217775027278,0.11808760097947661,0.0805930325777521,0.0805930325777521,0.0805930325777521,0.1198696588454756,0.5880949933634424,0.07803938009296513,0.0805930325777521,0.0805930325777521,0.08306862034450652,0.0805930325777521,0.15030779818032314,0.17528906213796072,0.08306862034450652,0.0805930325777521,0.1162876420841945,0.22497413436140454,0.3301455679485463,0.0805930325777521,0.08306862034450652,0.08306862034450652,0.37765512144355334,0.0805930325777521,0.11808760097947661,0.19924132445455497,0.0805930325777521,0.12974419855024266,0.5722018654758797,0.12162481507079444,1.0,0.07803938009296513,0.0805930325777521,0.14883051089389096,0.0805930325777521,0.08306862034450652,0.1849830870318045,0.07803938009296513,0.1198696588454756,0.37022371238617807,0.0,0.0805930325777521,0.07540720549420243,0.1867768632302401,0.13071385111748332,0.0805930325777521,0.0805930325777521,0.08306862034450652,0.11808760097947661,0.0805930325777521,0.0805930325777521,0.0805930325777521,0.19839135259985832,0.0805930325777521,0.22156149003112127,0.08115524680180773,0.0805930325777521,0.0805930325777521,0.17660217168500247,0.05104171513046067,0.15030779818032314,0.08306862034450652,0.22610581094380333,0.27821858408156713,0.37765512144355334,0.0805930325777521,0.0805930325777521,0.5374279740972092,0.07803938009296513,0.39636063533432864,0.4266328493566464,0.1198696588454756,0.07803938009296513,0.1198696588454756,0.08306862034450652,0.0805930325777521,0.0805930325777521,0.1198696588454756,0.08306862034450652,0.0805930325777521,0.07803938009296513,0.15322973671294926,0.08306862034450652,0.0805930325777521,0.0805930325777521,0.07803938009296513,0.08306862034450652,0.08306862034450652,0.0805930325777521,0.12162481507079444,0.08306862034450652,0.37765512144355334,0.08306862034450652,0.08306862034450652,0.07803938009296513,0.07803938009296513,0.0805930325777521,0.08306862034450652,0.0805930325777521,0.24167320074104276,0.08306862034450652,0.0805930325777521,0.07803938009296513,0.07803938009296513,0.1198696588454756,0.08306862034450652,0.11808760097947661,0.5722018654758797,0.37325432141395426,0.1517740980238586,0.1198696588454756,0.0805930325777521,0.07803938009296513,0.08306862034450652,0.0805930325777521,0.08306862034450652,0.5880949933634424,0.07803938009296513,0.0805930325777521,0.0805930325777521,0.39928440430186457,0.07803938009296513,0.07803938009296513,0.07803938009296513,0.0805930325777521,0.18842538234857004,0.0805930325777521,0.0805930325777521,0.04887723771293714,0.0
dischromic_patches,0.9800515649083718,0.11617815524819262,0.04271070209632445,0.04006716248948489,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.0409646319959418,0.01843096108752184,0.016505911942223492,0.01843096108752184,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.0556802570387459,0.06721261899427287,0.020181740943977452,0.01843096108752184,0.039151949378124745,0.08953149605870384,0.09791515680467114,0.01843096108752184,0.020181740943977452,0.020181740943977452,0.0409646319959418,0.01843096108752184,0.04006716248948489,0.07803938009296513,0.01843096108752184,0.07858269239919148,0.016505911942223492,0.04184547587969911,0.07803938009296513,1.0,0.01843096108752184,0.05498691257201056,0.01843096108752184,0.020181740943977452,0.0684053605574782,0.016505911942223492,0.0409646319959418,0.04184547587969911,0.1846049167705715,0.01843096108752184,0.014344095898545975,0.12389707217394152,0.14094503780803952,0.01843096108752184,0.01843096108752184,0.020181740943977452,0.04006716248948489,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.06958394199364298,0.01843096108752184,0.4874524589993837,0.0885205638523761,0.01843096108752184,0.01843096108752184,0.06781080877041987,0.12524976194115897,0.0556802570387459,0.020181740943977452,0.09003479791946878,0.05704717580528173,0.0409646319959418,0.01843096108752184,0.01843096108752184,0.06958394199364298,0.016505911942223492,0.04184547587969911,0.12479909304550997,0.0409646319959418,0.9827656003624532,0.0409646319959418,0.020181740943977452,0.01843096108752184,0.01843096108752184,0.0409646319959418,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.05704717580528173,0.020181740943977452,0.01843096108752184,0.01843096108752184,0.016505911942223492,0.020181740943977452,0.020181740943977452,0.01843096108752184,0.04184547587969911,0.020181740943977452,0.0409646319959418,0.020181740943977452,0.020181740943977452,0.016505911942223492,0.016505911942223492,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.44829787388923525,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.016505911942223492,0.0409646319959418,0.020181740943977452,0.04006716248948489,0.016505911942223492,0.08801287163498812,0.05636693079802458,0.0409646319959418,0.01843096108752184,0.016505911942223492,0.020181740943977452,0.01843096108752184,0.020181740943977452,0.01843096108752184,0.016505911942223492,0.01843096108752184,0.01843096108752184,0.1831670513560678,0.016505911942223492,0.016505911942223492,0.016505911942223492,0.01843096108752184,0.06781080877041987,0.01843096108752184,0.01843096108752184,0.09936122184495758,0.10694169105613657
distention_of_abdomen,0.9897970326476128,0.42155809544829065,0.04453721465243068,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.020273321367930815,0.042766270761279264,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.05773635021858804,0.0695143691270911,0.021972707229468962,0.020273321367930815,0.040929900359136934,0.0923628864790455,0.10095558574984008,0.020273321367930815,0.021972707229468962,0.021972707229468962,0.042766270761279264,0.020273321367930815,0.041856783811002114,0.0805930325777521,0.020273321367930815,0.0811491559776263,0.01843096108752184,0.04365942648104025,0.0805930325777521,0.01843096108752184,1.0,0.05702920035626416,0.020273321367930815,0.021972707229468962,0.07073392564411124,0.01843096108752184,0.042766270761279264,0.04365942648104025,0.18991241259547512,0.9957978968938486,0.01639454413913099,0.1276040489972426,0.14509896723355817,0.020273321367930815,0.9957978968938486,0.021972707229468962,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.020273321367930815,0.07193921324629916,0.020273321367930815,0.09080689487397216,0.09132705995173593,0.020273321367930815,0.020273321367930815,0.07012597992938882,0.12899206179327355,0.05773635021858804,0.021972707229468962,0.09287861013433571,0.05913085830220276,0.042766270761279264,0.020273321367930815,0.020273321367930815,0.07193921324629916,0.01843096108752184,0.04365942648104025,0.12852962147975583,0.042766270761279264,0.01843096108752184,0.042766270761279264,0.021972707229468962,0.020273321367930815,0.020273321367930815,0.042766270761279264,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.05913085830220276,0.021972707229468962,0.020273321367930815,0.020273321367930815,0.01843096108752184,0.021972707229468962,0.021972707229468962,0.020273321367930815,0.04365942648104025,0.021972707229468962,0.042766270761279264,0.021972707229468962,0.021972707229468962,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.0999621685795484,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.01843096108752184,0.042766270761279264,0.021972707229468962,0.041856783811002114,0.01843096108752184,0.09080689487397216,0.05843682312578852,0.042766270761279264,0.9957978968938486,0.01843096108752184,0.021972707229468962,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.27058758141215905,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.07012597992938882,0.020273321367930815,0.020273321367930815,0.1024381101201637,0.453938337578878
dizziness,0.9863260018375553,0.21473044944571074,0.5398132595043658,0.08644655629852906,0.05702920035626416,0.05702920035626416,0.05702920035626416,0.4942073678975673,0.05702920035626416,0.05498691257201056,0.05702920035626416,0.05702920035626416,0.05900625388288639,0.05702920035626416,0.11130280646618257,0.13047728022877056,0.7603384974154035,0.05702920035626416,0.08504977483925857,0.1719278629281467,0.1830256423548316,0.7437641050346117,0.05900625388288639,0.05900625388288639,0.0878244161060623,0.05702920035626416,0.08644655629852906,0.14883051089389096,0.05702920035626416,0.14975737966740055,0.05498691257201056,0.5476543161462151,0.14883051089389096,0.05498691257201056,0.05702920035626416,1.0,0.05702920035626416,0.7603384974154035,0.13248530403263004,0.05498691257201056,0.0878244161060623,0.08918424692294667,0.07288906823957389,0.05702920035626416,0.052872003134728625,0.049414848920462114,0.25782539621462924,0.05702920035626416,0.05702920035626416,0.05900625388288639,0.08644655629852906,0.05702920035626416,0.05702920035626416,0.05702920035626416,0.3403864979176692,0.05702920035626416,0.16593207088835882,0.16680597509731684,0.05702920035626416,0.7090718008072164,0.326463470072644,0.23050806470479973,0.7993481595885129,0.05900625388288639,0.1694142644282805,0.11354820771672923,0.5253117995547744,0.05702920035626416,0.05702920035626416,0.13447328523822577,0.05498691257201056,0.08918424692294667,0.22972345102401417,0.5253117995547744,0.05498691257201056,0.0878244161060623,0.05900625388288639,0.05702920035626416,0.05702920035626416,0.0878244161060623,0.05900625388288639,0.05702920035626416,0.05498691257201056,0.11354820771672923,0.05900625388288639,0.05702920035626416,0.7437641050346117,0.05498691257201056,0.05900625388288639,0.05900625388288639,0.05702920035626416,0.08918424692294667,0.05900625388288639,0.0878244161060623,0.05900625388288639,0.05900625388288639,0.05498691257201056,0.05498691257201056,0.05702920035626416,0.05900625388288639,0.05702920035626416,0.18134890626876057,0.05900625388288639,0.05702920035626416,0.05498691257201056,0.05498691257201056,0.0878244161060623,0.05900625388288639,0.08644655629852906,0.05498691257201056,0.16593207088835882,0.11242981362153279,0.0878244161060623,0.05702920035626416,0.05498691257201056,0.7603384974154035,0.05702920035626416,0.05900625388288639,0.05702920035626416,0.05498691257201056,0.05702920035626416,0.05702920035626416,0.330979934731001,0.05498691257201056,0.7262371565253232,0.05498691257201056,0.7437641050346117,0.13148385890330228,0.05702920035626416,0.05702920035626416,0.1855290816728579,0.19867423887684552
drying_and_tingling_lips,0.9897970326476128,0.11968423512201327,0.04453721465243068,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.9957978968938486,0.042766270761279264,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.7383857006500112,0.0695143691270911,0.021972707229468962,0.020273321367930815,0.040929900359136934,0.0923628864790455,0.10095558574984008,0.020273321367930815,0.021972707229468962,0.021972707229468962,0.042766270761279264,0.020273321367930815,0.041856783811002114,0.0805930325777521,0.020273321367930815,0.0811491559776263,0.01843096108752184,0.04365942648104025,0.0805930325777521,0.01843096108752184,0.020273321367930815,0.05702920035626416,1.0,0.021972707229468962,0.6798845947810438,0.01843096108752184,0.042766270761279264,0.04365942648104025,0.26839087350805857,0.020273321367930815,0.01639454413913099,0.39743428662718333,0.14509896723355817,0.020273321367930815,0.020273321367930815,0.021972707229468962,0.041856783811002114,0.020273321367930815,0.020273321367930815,0.020273321367930815,0.6721198109080379,0.020273321367930815,0.09080689487397216,0.09132705995173593,0.020273321367930815,0.020273321367930815,0.07012597992938882,0.12899206179327355,0.05773635021858804,0.021972707229468962,0.09287861013433571,0.05913085830220276,0.042766270761279264,0.020273321367930815,0.020273321367930815,0.07193921324629916,0.01843096108752184,0.04365942648104025,0.39476931206027344,0.042766270761279264,0.01843096108752184,0.042766270761279264,0.021972707229468962,0.020273321367930815,0.020273321367930815,0.042766270761279264,0.9988652110854161,0.020273321367930815,0.01843096108752184,0.05913085830220276,0.021972707229468962,0.020273321367930815,0.020273321367930815,0.01843096108752184,0.021972707229468962,0.021972707229468962,0.020273321367930815,0.04365942648104025,0.021972707229468962,0.042766270761279264,0.021972707229468962,0.021972707229468962,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.0999621685795484,0.9988652110854161,0.020273321367930815,0.01843096108752184,0.01843096108752184,0.042766270761279264,0.021972707229468962,0.041856783811002114,0.01843096108752184,0.5351896558777632,0.05843682312578852,0.042766270761279264,0.020273321367930815,0.01843096108752184,0.021972707229468962,0.020273321367930815,0.021972707229468962,0.020273321367930815,0.01843096108752184,0.020273321367930815,0.020273321367930815,0.27058758141215905,0.01843096108752184,0.01843096108752184,0.01843096108752184,0.020273321367930815,0.07012597992938882,0.020273321367930815,0.020273321367930815,0.1024381101201637,0.11021126212165049
