,abdominal_pain,abnormal_menstruation,acidity,acute_liver_failure,altered_sensorium,anxiety,back_pain,belly_pain,blackheads,bladder_discomfort,blister,blood_in_sputum,bloody_stool,blurred_and_distorted_vision,breathlessness,brittle_nails,bruising,burning_micturition,chest_pain,chills,cold_hands_and_feets,coma,congestion,constipation,continuous_feel_of_urine,continuous_sneezing,cough,cramps,dark_urine,dehydration,depression,diarrhoea,dischromic_patches,distention_of_abdomen,dizziness,drying_and_tingling_lips,enlarged_thyroid,excessive_hunger,extra_marital_contacts,family_history,fast_heart_rate,fatigue,fluid_overload,foul_smell_ofurine,headache,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irregular_sugar_level,irritability,irritation_in_anus,itching,joint_pain,knee_pain,lack_of_concentration,lethargy,loss_of_appetite,loss_of_balance,loss_of_smell,malaise,mild_fever,mood_swings,movement_stiffness,mucoid_sputum,muscle_pain,muscle_wasting,muscle_weakness,nausea,neck_pain,nodal_skin_eruptions,obesity,pain_behind_the_eyes,pain_during_bowel_movements,pain_in_anal_region,painful_walking,palpitations,passage_of_gases,patches_in_throat,phlegm,polyuria,prominent_veins_on_calf,puffy_face_and_eyes,pus_filled_pimples,receiving_blood_transfusion,receiving_unsterile_injections,red_sore_around_nose,red_spots_over_body,redness_of_eyes,restlessness,runny_nose,rusty_sputum,scurring,shivering,silver_like_dusting,sinus_pressure,skin_peeling,skin_rash,slurred_speech,small_dents_in_nails,spinning_movements,spotting_urination,stiff_neck,stomach_bleeding,stomach_pain,sunken_eyes,sweating,swelled_lymph_nodes,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,toxic_look_(typhos),ulcers_on_tongue,unsteadiness,visual_disturbances,vomiting,watering_from_eyes,weakness_in_limbs,weakness_of_one_body_side,weight_gain,weight_loss,yellow_crust_ooze,yellow_urine,yellowing_of_eyes,yellowish_skin
dizziness,-0.1394838912937635,0.36512186391622237,-0.05885282512597643,-0.0416972944671203,-0.041697294467120255,-0.04169729446712038,0.3312741670460257,-0.04169729446712028,-0.04055985582966925,-0.04169729446712038,-0.041697294467120366,-0.042807250939347945,-0.04169729446712033,-0.07399842787466243,-0.0859013184337796,0.5526721862347953,-0.04169729446712039,-0.05801503428802338,0.11206353211145414,-0.11912277069080689,0.536735098704586,-0.04280725093934789,-0.0428072509393479,-0.05968095390060478,-0.04169729446712037,-0.058852825125976414,-0.09741883925839565,-0.04169729446712037,-0.09800317225928556,-0.04055985582966918,0.371087756460409,-0.09741883925839538,-0.04055985582966919,-0.04169729446712031,1.0,-0.041697294467120366,0.5526721862347953,-0.08715620062657817,-0.04055985582966921,-0.05968095390060462,-0.06049982532916774,-0.04940288655717697,-0.04169729446712028,-0.03939254340926353,0.03550283014819231,-0.1675069828425295,-0.041697294467120394,-0.0416972944671203,-0.04280725093934778,-0.05885282512597654,-0.04169729446712037,-0.041697294467120186,-0.04169729446712023,0.2229180129436221,-0.04169729446712033,-0.10823727480133681,-0.10879211237244842,-0.04169729446712039,0.5045999657506022,0.21356041512308,-0.14969873371111891,0.5913383139808567,-0.04280725093934792,-0.11044920712579878,-0.0753843182631763,0.35427152710170995,-0.04169729446712037,-0.04169729446712017,-0.0883999004358717,-0.040559855829669214,-0.06049982532916769,-0.14918965000735218,0.35427152710170995,-0.04055985582966919,-0.0596809539006047,-0.042807250939347806,-0.04169729446712033,-0.04169729446712033,-0.059680953900604905,-0.042807250939347924,-0.041697294467120186,-0.040559855829669214,-0.07538431826317617,-0.04280725093934778,-0.04169729446712038,0.536735098704586,-0.040559855829669256,-0.04280725093934783,-0.04280725093934783,-0.04169729446712039,-0.06049982532916769,-0.04280725093934792,-0.05968095390060479,-0.04280725093934792,-0.04280725093934795,-0.04055985582966925,-0.0405598558296692,-0.04169729446712035,-0.04280725093934792,-0.04169729446712037,-0.11805200596144298,-0.042807250939347924,-0.04169729446712037,-0.040559855829669256,-0.04055985582966922,-0.05968095390060474,-0.0428072509393479,-0.05885282512597644,-0.040559855829669186,-0.10823727480133678,-0.07469367803733346,-0.059680953900604905,-0.041697294467120304,-0.04055985582966913,0.5526721862347953,-0.04169729446712037,-0.04280725093934792,-0.041697294467120276,-0.04055985582966917,-0.04169729446712037,-0.0416972944671202,-0.21603484856423263,-0.04055985582966919,0.5203571980052424,-0.040559855829669186,0.536735098704586,-0.08653019104758466,-0.04169729446712037,-0.04169729446712026,-0.12072264372012259,-0.1291459814155489
drying_and_tingling_lips,-0.0793482335529221,-0.034877330498768365,-0.03347962026317541,-0.023720349563046198,-0.023720349563046233,0.9461199816019449,-0.03395071807104136,-0.023720349563046205,-0.02307329458186209,-0.023720349563046205,-0.02372034956304623,-0.024351770758533273,-0.023720349563046233,0.531616059000192,-0.04886670291720067,-0.02435177075853323,-0.023720349563046264,-0.03300302599510768,-0.06251773099981774,-0.06776539815868952,-0.023720349563046254,-0.02435177075853324,-0.02435177075853323,-0.033950718071041254,-0.023720349563046205,-0.03347962026317544,-0.05541867765683229,-0.023720349563046257,-0.05575108730641416,-0.02307329458186212,-0.03441654965030654,-0.055418677656832255,-0.023073294581862108,-0.023720349563046212,-0.041697294467120366,1.0,-0.02435177075853323,0.4784202864208458,-0.02307329458186213,-0.03395071807104131,-0.03441654965030659,0.17493576004466316,-0.023720349563046216,-0.022409245294847988,0.26216556708296185,-0.09528973613405738,-0.02372034956304622,-0.02372034956304622,-0.024351770758533165,-0.03347962026317538,-0.023720349563046243,-0.023720349563046233,-0.023720349563046254,0.47168938269754035,-0.023720349563046233,-0.0615729635903286,-0.061888594167939716,-0.02372034956304622,-0.02372034956304623,-0.049224449826699705,-0.08515915332523823,-0.04209550280742904,-0.02435177075853323,-0.06283126604415841,-0.04288389459379643,-0.03395071807104133,-0.023720349563046216,-0.02372034956304624,-0.05028807183954861,-0.023073294581862133,-0.034416549650306466,0.26031495440006425,-0.03395071807104137,-0.023073294581862115,-0.03395071807104137,-0.024351770758533217,-0.02372034956304623,-0.02372034956304623,-0.03395071807104129,0.9740708303413298,-0.023720349563046233,-0.023073294581862133,-0.04288389459379641,-0.024351770758533165,-0.023720349563046257,-0.023720349563046254,-0.02307329458186209,-0.024351770758533217,-0.024351770758533217,-0.02372034956304623,-0.03441654965030665,-0.02435177075853323,-0.03395071807104138,-0.02435177075853323,-0.02435177075853326,-0.02307329458186209,-0.023073294581862105,-0.023720349563046233,-0.02435177075853323,-0.023720349563046243,-0.06715627197904492,0.9740708303413298,-0.023720349563046243,-0.023073294581862108,-0.023073294581862126,-0.03395071807104132,-0.02435177075853324,-0.0334796202631754,-0.02307329458186212,0.3617232369654473,-0.04249100992852845,-0.03395071807104129,-0.023720349563046216,-0.023073294581862094,-0.02435177075853323,-0.023720349563046257,-0.02435177075853323,-0.0237203495630462,-0.023073294581862126,-0.0237203495630462,-0.023720349563046236,0.17638516994595949,-0.0230732945818621,-0.02307329458186213,-0.02307329458186211,-0.023720349563046254,-0.04922444982669967,-0.02372034956304623,-0.02372034956304619,-0.06867551829950083,-0.07346730436563663
enlarged_thyroid,-0.08146043499230657,0.6982120021884461,-0.034370827274895044,-0.02435177075853319,-0.024351770758533165,-0.024351770758533235,-0.03485446541823277,-0.024351770758533165,-0.023687491569557455,-0.0243517707585332,-0.02435177075853321,-0.024999999999999908,-0.02435177075853324,-0.04321605934208922,-0.05016750465679871,1.0,-0.024351770758533245,-0.033881546358946815,-0.06418191475655868,-0.06956927160517008,0.9740708303413296,-0.024999999999999904,-0.024999999999999925,-0.03485446541823278,-0.0243517707585332,-0.03437082727489501,-0.05689388895611686,-0.024351770758533238,-0.05723514714723374,-0.023687491569557437,0.7075599095772923,-0.056893888956116564,-0.023687491569557396,-0.024351770758533228,0.5526721862347953,-0.02435177075853323,1.0,-0.05090037243343833,-0.0236874915695574,-0.03485446541823281,-0.03533269714918609,0.16425580527857156,-0.024351770758533228,-0.023005765696725897,-0.08653388991947543,-0.0978262906206385,-0.024351770758533203,-0.02435177075853323,-0.02499999999999993,-0.034370827274895044,-0.024351770758533207,-0.024351770758533158,-0.02435177075853315,0.4842454655296991,-0.024351770758533235,-0.06321199821654905,-0.06353603068706314,-0.02435177075853321,-0.024351770758533144,0.4674466647742829,-0.08742603789438708,-0.043216059342089205,-0.024999999999999932,-0.06450379591198836,-0.04402543763554559,0.6796620756555406,-0.0243517707585332,-0.024351770758533172,-0.05162670955039964,-0.023687491569557392,-0.035332697149186104,-0.08712872628677713,-0.03485446541823281,-0.0236874915695574,-0.03485446541823282,-0.024999999999999935,-0.024351770758533235,-0.024351770758533235,-0.034854465418232825,-0.02499999999999993,-0.024351770758533165,-0.023687491569557403,-0.044025437635545665,-0.02499999999999993,-0.024351770758533238,0.9740708303413295,-0.02368749156955745,-0.024999999999999908,-0.024999999999999908,-0.024351770758533214,-0.03533269714918613,-0.024999999999999932,-0.034854465418232825,-0.024999999999999932,-0.024999999999999942,-0.023687491569557455,-0.02368749156955737,-0.024351770758533203,-0.024999999999999932,-0.024351770758533207,-0.0689439308592294,-0.02499999999999993,-0.024351770758533207,-0.023687491569557448,-0.023687491569557392,-0.0348544654182328,-0.02499999999999991,-0.034370827274894974,-0.023687491569557437,-0.06321199821654899,-0.04362209462081803,-0.03485446541823281,-0.02435177075853323,-0.023687491569557437,1.0,-0.024351770758533238,-0.024999999999999932,-0.02435177075853317,-0.023687491569557382,-0.024351770758533207,-0.02435177075853316,-0.12616720521852992,-0.02368749156955738,-0.023687491569557424,-0.02368749156955742,0.9740708303413295,-0.05053477457019262,-0.024351770758533214,-0.02435177075853316,-0.07050361858740394,-0.07542295906745511
excessive_hunger,-0.16585465918793102,0.2958645600140573,0.2925679253876748,-0.049580568040922104,-0.04958056804092216,0.47842028642084583,-0.07096421083025793,-0.049580568040922125,-0.04822808571617602,-0.04958056804092207,-0.049580568040922084,-0.050900372433438326,-0.049580568040922104,0.8161543580252527,-0.10214178684349262,-0.05090037243343833,-0.049580568040922125,-0.06898333313164795,-0.1306753345840013,-0.14164407338504723,-0.04958056804092216,-0.050900372433438305,-0.05090037243343826,-0.07096421083025793,-0.049580568040922056,-0.06997951636550134,-0.11583680548212127,-0.04958056804092211,-0.11653161224307344,-0.0482280857161762,0.2816429783386277,0.1203819357331464,-0.048228085716176115,-0.04958056804092212,-0.08715620062657817,0.4784202864208458,-0.05090037243343833,1.0,-0.04822808571617617,-0.070964210830258,0.2816429783386274,0.21200299931263736,-0.04958056804092212,-0.046840081683190773,0.191123573864684,-0.1991757850548899,-0.04958056804092215,-0.04958056804092212,0.46405274608147423,0.29256792538767484,-0.049580568040922084,-0.049580568040922104,0.4506307677649624,0.7025429995705795,-0.049580568040922104,-0.12870057005936672,-0.1293603049965548,-0.04958056804092215,-0.04958056804092214,0.15661998389808157,-0.17800071556816768,-0.08798854062471646,-0.05090037243343825,-0.13133068941162848,-0.08963644688777507,0.2870097303367297,-0.04958056804092213,-0.04958056804092214,-0.10511274974513175,-0.0482280857161762,0.30128636034404277,0.010530099330133262,-0.07096421083025815,-0.048228085716176115,0.2870097303367303,-0.05090037243343828,-0.04958056804092212,-0.049580568040922104,-0.0709642108302579,0.49115554179278786,-0.049580568040922104,-0.04822808571617618,-0.08963644688777517,0.46405274608147423,-0.04958056804092214,-0.04958056804092215,-0.04822808571617603,-0.050900372433438326,-0.050900372433438326,-0.0495805680409221,-0.07193789775885827,-0.05090037243343825,0.6449836715037193,-0.05090037243343825,-0.05090037243343832,-0.04822808571617604,-0.04822808571617609,-0.049580568040922084,-0.05090037243343825,-0.04958056804092207,-0.1403708703103993,0.49115554179278786,-0.049580568040922084,-0.04822808571617603,-0.0482280857161761,0.2870097303367311,-0.05090037243343829,-0.06997951636550118,-0.04822808571617621,0.32007259343921923,-0.0888152345010528,-0.07096421083025789,-0.04958056804092211,-0.04822808571617605,-0.05090037243343832,-0.04958056804092212,-0.05090037243343825,-0.04958056804092212,-0.04822808571617608,-0.04958056804092217,0.4506307677649617,-0.09394364911305017,-0.048228085716176095,-0.04822808571617624,-0.04822808571617621,-0.04958056804092216,0.41612952165466977,-0.0495805680409221,-0.04958056804092204,-0.1435464177601578,-0.15356226826261735
extra_marital_contacts,-0.07718373468530983,-0.03392593008328745,-0.0325663472525117,-0.023073294581862126,-0.02307329458186216,-0.023073294581862133,-0.03302459423023304,-0.02307329458186213,-0.022443890274314284,-0.023073294581862164,-0.02307329458186219,-0.023687491569557448,-0.023073294581862133,-0.040947201653409496,-0.04753369374494648,-0.0236874915695574,-0.02307329458186213,-0.032102753749645066,-0.06081234258856168,-0.06591686138590933,-0.023073294581862143,-0.023687491569557434,-0.02368749156955743,-0.033024594230232976,-0.023073294581862164,-0.03256634725251176,-0.053906940600294474,-0.023073294581862126,-0.05423028262129925,-0.02244389027431431,-0.033477718634043,-0.05390694060029432,-0.02244389027431424,-0.02307329458186212,-0.04055985582966921,-0.02307329458186213,-0.0236874915695574,-0.04822808571617617,1.0,-0.033024594230232934,-0.03347771863404306,-0.12046540162475261,-0.023073294581862115,-0.021797955239696368,-0.08199083151794345,0.22353670549347338,-0.02307329458186216,-0.023073294581862122,-0.023687491569557434,-0.03256634725251166,-0.02307329458186216,-0.02307329458186217,-0.023073294581862146,-0.04891628988956358,-0.023073294581862133,-0.05989334699397549,-0.06020036765051803,-0.02307329458186216,-0.023073294581862157,-0.04788168186403737,-0.08283614142332428,-0.04094720165340948,-0.02368749156955743,-0.06111732487478753,-0.04171408731352277,-0.03302459423023301,-0.023073294581862174,-0.02307329458186215,-0.048916289889563425,0.8863951233028541,-0.03347771863404304,-0.0825544387753723,-0.03302459423023301,-0.02244389027431424,-0.03302459423023291,-0.023687491569557448,-0.023073294581862133,-0.023073294581862126,-0.03302459423023304,-0.02368749156955739,-0.023073294581862167,0.8863951233028544,-0.041714087313522594,-0.023687491569557434,-0.023073294581862133,-0.02307329458186214,-0.02244389027431428,-0.023687491569557417,-0.023687491569557417,-0.02307329458186219,-0.033477718634043044,-0.02368749156955743,-0.033024594230232976,-0.02368749156955743,-0.02368749156955745,-0.02244389027431428,-0.02244389027431426,-0.02307329458186216,-0.02368749156955743,-0.02307329458186216,-0.06532435124000592,-0.02368749156955739,-0.02307329458186216,-0.022443890274314284,-0.022443890274314263,-0.03302459423023304,-0.02368749156955743,-0.032566347252511625,-0.02244389027431429,-0.05989334699397542,-0.04133191994308272,-0.03302459423023304,-0.02307329458186211,-0.022443890274314284,-0.023687491569557406,-0.02307329458186213,-0.02368749156955743,-0.023073294581862136,-0.022443890274314267,-0.023073294581862178,-0.023073294581862153,-0.1195433843987429,-0.022443890274314267,-0.022443890274314326,-0.022443890274314322,-0.023073294581862143,-0.04788168186403728,-0.02307329458186219,-0.023073294581862136,-0.06680215483649701,-0.07146322828245706
family_history,-0.11357039657574232,-0.0499196022253791,-0.04791907242595545,-0.03395071807104127,-0.03395071807104127,-0.03395071807104131,-0.048593350383631675,-0.033950718071041296,-0.03302459423023296,-0.03395071807104131,-0.03395071807104133,-0.03485446541823285,-0.033950718071041254,-0.06025090583404599,0.29228586854873134,-0.03485446541823281,-0.03395071807104128,-0.047236927435366914,-0.08948105313433803,-0.09699199085336195,-0.033950718071041296,-0.03485446541823283,-0.03485446541823285,-0.04859335038363175,-0.03395071807104131,-0.04791907242595542,0.23023300213466236,-0.03395071807104128,-0.07979601827802922,-0.03302459423023294,-0.04926009083676823,-0.07932024340519034,-0.03302459423023293,-0.03395071807104133,-0.05968095390060462,-0.03395071807104131,-0.03485446541823281,-0.070964210830258,-0.033024594230232934,1.0,-0.04926009083676822,0.23850504797918634,-0.033950718071041316,-0.03207414659585999,-0.1206436989481408,0.09698583775138414,-0.033950718071041316,-0.03395071807104132,-0.034854465418232713,-0.0479190724259554,-0.03395071807104133,-0.033950718071041275,-0.0339507180710413,-0.07197685450726281,-0.03395071807104125,-0.0881288162342442,-0.08858057537576092,-0.033950718071041316,-0.03395071807104127,-0.07045450210699931,0.12469413293313009,-0.06025090583404595,-0.03485446541823285,-0.08992981295836625,-0.061379323743627645,-0.04859335038363171,-0.03395071807104131,0.6601110530211604,-0.0719768545072626,-0.033024594230232934,-0.049260090836768085,0.12555669594975563,-0.048593350383631745,-0.03302459423023293,-0.048593350383631675,-0.03485446541823282,-0.03395071807104125,-0.033950718071041254,-0.04859335038363172,-0.034854465418232804,-0.03395071807104127,-0.033024594230232934,-0.06137932374362783,-0.034854465418232713,-0.03395071807104128,-0.03395071807104131,-0.03302459423023296,-0.03485446541823279,-0.03485446541823279,-0.03395071807104133,-0.04926009083676818,-0.03485446541823285,-0.048593350383631745,-0.03485446541823285,-0.03485446541823284,-0.03302459423023296,-0.033024594230232907,-0.03395071807104132,-0.03485446541823285,-0.03395071807104133,-0.09612015415720186,-0.034854465418232804,-0.03395071807104133,-0.03302459423023299,-0.033024594230232955,-0.04859335038363167,-0.03485446541823283,-0.04791907242595544,-0.03302459423023294,-0.08812881623424457,-0.060816991537287465,-0.048593350383631696,-0.03395071807104132,-0.033024594230233004,-0.03485446541823281,-0.03395071807104128,-0.03485446541823285,-0.033950718071041296,-0.033024594230232934,-0.03395071807104128,-0.033950718071041275,-0.17589961964817466,-0.03302459423023291,-0.03302459423023296,-0.03302459423023297,-0.0339507180710413,-0.07045450210699923,-0.03395071807104133,-0.03395071807104128,0.16684221354369957,0.1635552703346246
fast_heart_rate,-0.11512867516896483,0.45479208327929355,-0.048576561234833913,-0.034416549650306605,-0.034416549650306605,-0.03441654965030661,-0.049260090836768335,-0.03441654965030668,-0.03347771863404288,-0.03441654965030666,-0.034416549650306646,-0.035332697149186125,-0.03441654965030657,-0.0610775974686116,0.3067577622314177,-0.03533269714918609,-0.034416549650306626,-0.04788505665787122,0.2381206417256273,0.19700575713841456,-0.034416549650306605,-0.03533269714918612,-0.035332697149186125,-0.04926009083676835,-0.03441654965030664,-0.048576561234834004,0.2613169244557776,-0.034416549650306626,-0.08089088481769252,-0.03347771863404306,-0.049935979513444355,0.243331371488366,-0.03347771863404311,-0.03441654965030661,-0.06049982532916774,-0.03441654965030659,-0.03533269714918609,0.2816429783386274,-0.03347771863404306,-0.04926009083676822,1.0,0.25443694841338516,-0.03441654965030661,-0.03251423008190224,-0.12229902902663324,0.10505659771406546,-0.03441654965030662,-0.034416549650306605,-0.03533269714918609,-0.04857656123483388,-0.03441654965030666,-0.03441654965030656,-0.03441654965030656,0.296002103940572,-0.03441654965030657,-0.08933801556720862,-0.08979597321309571,-0.03441654965030661,-0.03441654965030657,-0.07142119541564064,-0.12355990879502603,-0.06107759746861166,-0.035332697149186125,0.22010754790886697,-0.06222149819348465,0.4413464818695064,-0.034416549650306646,-0.03441654965030656,-0.07296443573413089,-0.03347771863404307,0.4615712925572081,-0.12313971595540082,-0.04926009083676822,-0.03347771863404312,-0.049260090836768196,-0.0353326971491861,-0.03441654965030657,-0.03441654965030657,-0.04926009083676834,-0.03533269714918611,-0.03441654965030656,-0.03347771863404307,0.3590783461587484,-0.03533269714918609,-0.034416549650306626,-0.03441654965030659,-0.03347771863404287,-0.03533269714918609,-0.03533269714918609,-0.03441654965030665,-0.049935979513444334,-0.035332697149186125,0.4413464818695057,-0.035332697149186125,0.7075599095772912,-0.03347771863404287,-0.03347771863404307,-0.03441654965030666,-0.035332697149186125,-0.03441654965030665,-0.0974390011729435,-0.03533269714918611,-0.03441654965030665,-0.033477718634042884,-0.033477718634043044,-0.04926009083676824,-0.03533269714918612,-0.04857656123483398,-0.03347771863404305,0.5257097249159146,-0.0616514503300204,-0.04926009083676834,-0.034416549650306605,-0.033477718634042884,-0.03533269714918607,-0.034416549650306626,-0.035332697149186125,-0.034416549650306674,-0.03347771863404307,-0.034416549650306646,-0.034416549650306584,-0.17831310608582185,-0.033477718634043065,-0.03347771863404303,-0.03347771863404303,-0.034416549650306605,0.28423900847601047,-0.03441654965030665,-0.034416549650306626,-0.09964332013881899,-0.1065958628330345
fatigue,0.15002028540002676,0.2468450002242342,-0.17479670651013382,0.17493576004466282,-0.12384366812696723,0.17493576004466316,0.0484427162562197,0.19153461716530915,-0.12046540162475207,-0.12384366812696755,-0.12384366812696757,0.18044447839496922,-0.12384366812696723,0.13370736171136396,0.2040003433971645,0.16425580527857156,0.17493576004466302,-0.17230841340092354,0.08203801611893592,0.2694370225543244,0.1583369029240171,0.18044447839496938,0.18044447839496908,0.04844271625621972,-0.12384366812696755,0.041755197811636786,0.2593623688050421,0.17493576004466305,0.2707128416099064,-0.12046540162475265,0.0315077134409108,0.0006882681171297101,-0.12046540162475253,-0.12384366812696733,-0.04940288655717697,0.17493576004466316,0.16425580527857156,0.21200299931263736,-0.12046540162475261,0.23850504797918634,0.25443694841338516,1.0,-0.12384366812696733,-0.11699840805021211,0.10544570746449351,0.41223608948476237,-0.12384366812696757,-0.12384366812696736,0.18044447839496855,-0.17479670651013393,-0.12384366812696757,-0.12384366812696704,0.17493576004466305,0.2114010329061579,-0.12384366812696723,0.06974379677464285,0.06665200555921516,-0.12384366812696757,-0.12384366812696722,0.3544150611478395,0.31611501251283874,-0.21978012868085062,0.18044447839496908,0.4645031462961565,0.1336683851965532,0.23850504797918662,-0.12384366812696766,0.15833690292401695,0.050595052402401315,-0.12046540162475262,0.04324083107104109,0.2067602352732853,-0.17725630266480438,-0.12046540162475251,0.2503839437118719,0.18044447839496913,-0.12384366812696723,-0.12384366812696723,-0.1772563026648043,0.18044447839496916,-0.12384366812696702,-0.12046540162475265,0.3172826896721571,0.18044447839496855,0.17493576004466305,0.15833690292401711,-0.12046540162475207,0.18044447839496933,0.18044447839496933,-0.12384366812696757,0.25443694841338527,0.18044447839496908,0.2503839437118719,0.18044447839496908,0.18044447839496924,-0.12046540162475207,-0.12046540162475235,-0.12384366812696757,0.18044447839496908,-0.12384366812696757,-0.10524814331499709,0.18044447839496916,-0.12384366812696757,-0.12046540162475206,-0.12046540162475265,-0.17725630266480447,0.1804444783949694,-0.17479670651013388,-0.12046540162475267,0.20014897037405144,0.31388059775126537,-0.17725630266480433,-0.12384366812696737,0.16926677550586347,0.16425580527857148,0.17493576004466302,0.18044447839496908,0.1915346171653091,-0.12046540162475239,-0.12384366812696751,-0.12384366812696722,0.0088826547985673,-0.12046540162475233,-0.12046540162475261,-0.1204654016247526,0.15833690292401711,0.3630265447954994,-0.12384366812696757,0.1749357600446627,0.2591231160864222,0.1947953599914538
fluid_overload,0.27902995715733725,-0.03487733049876832,-0.03347962026317541,-0.023720349563046195,-0.023720349563046233,-0.023720349563046212,-0.03395071807104138,-0.023720349563046198,-0.023073294581862063,-0.02372034956304619,-0.023720349563046198,-0.02435177075853325,-0.023720349563046157,-0.04209550280742904,-0.048866702917200716,-0.024351770758533228,-0.023720349563046174,-0.033003025995107696,-0.06251773099981782,-0.06776539815868947,-0.023720349563046184,-0.02435177075853325,-0.024351770758533252,-0.03395071807104123,-0.02372034956304619,-0.033479620263175476,-0.05541867765683229,-0.02372034956304617,-0.055751087306414225,-0.0230732945818621,-0.03441654965030658,-0.0554186776568322,-0.023073294581862098,0.9461199816019448,-0.04169729446712028,-0.023720349563046216,-0.024351770758533228,-0.04958056804092212,-0.023073294581862115,-0.033950718071041316,-0.03441654965030661,-0.12384366812696733,1.0,-0.022409245294847908,-0.08429013800652874,-0.09528973613405742,-0.023720349563046205,0.9461199816019448,-0.024351770758533176,-0.0334796202631754,-0.023720349563046216,-0.023720349563046236,-0.02372034956304625,-0.050288071839548656,-0.02372034956304616,-0.06157296359032862,-0.06188859416793978,-0.023720349563046205,-0.023720349563046236,-0.04922444982669969,-0.08515915332523806,-0.04209550280742903,-0.024351770758533245,-0.06283126604415845,-0.04288389459379634,-0.033950718071041254,-0.0237203495630462,-0.02372034956304624,-0.05028807183954872,-0.023073294581862108,-0.03441654965030654,-0.08486955076074351,-0.033950718071041365,-0.023073294581862098,-0.03395071807104132,-0.024351770758533214,-0.02372034956304616,-0.02372034956304616,-0.03395071807104126,-0.024351770758533224,-0.023720349563046233,-0.02307329458186211,-0.042883894593796365,-0.024351770758533176,-0.023720349563046177,-0.023720349563046184,-0.023073294581862063,-0.02435177075853321,-0.02435177075853321,-0.02372034956304621,-0.034416549650306556,-0.024351770758533245,-0.03395071807104136,-0.024351770758533245,-0.024351770758533238,-0.023073294581862063,-0.023073294581862094,-0.023720349563046222,-0.024351770758533245,-0.023720349563046216,-0.06715627197904488,-0.024351770758533224,-0.023720349563046216,-0.023073294581862094,-0.023073294581862105,-0.033950718071041316,-0.024351770758533255,-0.03347962026317545,-0.0230732945818621,-0.06157296359032877,-0.0424910099285284,-0.03395071807104126,0.9461199816019448,-0.023073294581862094,-0.024351770758533228,-0.023720349563046174,-0.024351770758533245,-0.0237203495630462,-0.0230732945818621,-0.023720349563046184,-0.023720349563046236,0.17638516994595946,-0.023073294581862087,-0.02307329458186211,-0.023073294581862094,-0.023720349563046184,-0.04922444982669963,-0.02372034956304621,-0.023720349563046188,-0.06867551829950089,0.30200963899890354
foul_smell_ofurine,-0.07496238723945525,-0.03294954200818316,-0.03162908796355483,-0.02240924529484791,-0.022409245294847866,-0.02240924529484799,-0.03207414659586004,-0.022409245294847877,-0.021797955239696395,0.8878362601800929,-0.022409245294848,-0.02300576569672589,-0.022409245294847963,-0.03976874142239631,-0.046165674308948954,-0.023005765696725897,-0.022409245294847974,0.5954546455963119,-0.059062163714265314,-0.06401977448961746,-0.022409245294847977,-0.02300576569672584,-0.023005765696725886,-0.03207414659586009,0.887836260180093,-0.03162908796355482,-0.052355499155998866,-0.02240924529484797,-0.05266953539547571,-0.021797955239696406,-0.03251423008190225,-0.05235549915599896,-0.02179795523969636,-0.02240924529484791,-0.03939254340926353,-0.022409245294847988,-0.023005765696725897,-0.046840081683190773,-0.021797955239696368,-0.03207414659585999,-0.03251423008190224,-0.11699840805021211,-0.022409245294847908,1.0,-0.07963113585254901,-0.09002274883992867,-0.022409245294848012,-0.02240924529484791,-0.023005765696725838,-0.03162908796355481,-0.022409245294847994,-0.02240924529484785,-0.02240924529484786,-0.04750847934437697,-0.02240924529484796,-0.05816961680767144,-0.05846780141146237,-0.022409245294848012,-0.02240924529484785,-0.04650364733194874,-0.08045211774365428,-0.0397687414223963,-0.02300576569672589,-0.0593583686120258,-0.04051355611756734,-0.03207414659586019,-0.022409245294848005,-0.022409245294847828,-0.04750847934437707,-0.021797955239696368,-0.032514230081902254,-0.08017852249631037,-0.03207414659586013,-0.021797955239696357,-0.032074146595860165,-0.023005765696725848,-0.022409245294847963,-0.022409245294847963,-0.03207414659586021,-0.023005765696725897,-0.02240924529484785,-0.021797955239696364,-0.04051355611756737,-0.023005765696725838,-0.02240924529484797,-0.02240924529484798,-0.021797955239696395,-0.02300576569672582,-0.02300576569672582,-0.022409245294848012,-0.0325142300819022,-0.02300576569672589,-0.03207414659586017,-0.02300576569672589,-0.023005765696725907,-0.02179795523969639,-0.021797955239696364,-0.022409245294847998,-0.02300576569672589,-0.022409245294847994,-0.06344431678234826,-0.023005765696725897,-0.022409245294847994,-0.02179795523969639,-0.021797955239696364,-0.032074146595860165,-0.02300576569672584,-0.03162908796355486,-0.021797955239696406,-0.05816961680767151,-0.04014238752187815,-0.03207414659586021,-0.022409245294847918,-0.021797955239696402,-0.023005765696725897,-0.02240924529484797,-0.02300576569672589,-0.022409245294847877,-0.02179795523969639,-0.022409245294847998,-0.02240924529484785,-0.11610292647472988,-0.02179795523969636,-0.021797955239696375,-0.021797955239696357,-0.022409245294847977,-0.046503647331948776,-0.022409245294848015,-0.02240924529484788,-0.06487958919972595,-0.069406516978385
