Disease,symptoms_text,symptoms_count
Chronic cholestasis,itching yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow itch appetite loss eye skin pain,6
Chronic cholestasis,itching vomiting nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow itch appetite loss eye pain,6
Chronic cholestasis,itching vomiting yellowish_skin loss_of_appetite abdominal_pain yellowing_of_eyes yellow itch appetite loss eye skin pain,6
Chronic cholestasis,itching vomiting yellowish_skin nausea abdominal_pain yellowing_of_eyes yellow itch eye skin pain,6
Chronic cholestasis,itching vomiting yellowish_skin nausea loss_of_appetite yellowing_of_eyes yellow itch appetite loss eye skin,6
Chronic cholestasis,itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellow itch appetite loss skin pain,6
Chronic cholestasis,itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow itch appetite loss eye skin pain,7
Chronic cholestasis,itching vomiting yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow itch appetite loss eye skin pain,7
Drug Reaction,itching skin_rash stomach_pain burning_micturition spotting_urination stomach spot itch skin pain,5
Drug Reaction,itching stomach_pain burning_micturition spotting_urination stomach spot itch pain,4
Drug Reaction,itching skin_rash burning_micturition spotting_urination spot itch skin,4
Drug Reaction,itching skin_rash stomach_pain spotting_urination stomach spot itch skin pain,4
Drug Reaction,itching skin_rash stomach_pain burning_micturition stomach itch skin pain,4
Drug Reaction,skin_rash stomach_pain burning_micturition spotting_urination stomach spot skin pain,4
Drug Reaction,itching stomach_pain burning_micturition spotting_urination stomach spot itch pain,4
Drug Reaction,itching skin_rash burning_micturition spotting_urination spot itch skin,4
Drug Reaction,itching skin_rash stomach_pain spotting_urination stomach spot itch skin pain,4
Drug Reaction,itching skin_rash stomach_pain burning_micturition stomach itch skin pain,4
Peptic ulcer diseae,vomiting loss_of_appetite abdominal_pain passage_of_gases internal_itching itch appetite loss pain,5
Peptic ulcer diseae,vomiting indigestion abdominal_pain passage_of_gases internal_itching itch pain,5
Peptic ulcer diseae,indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching itch appetite loss pain,5
Peptic ulcer diseae,vomiting loss_of_appetite abdominal_pain passage_of_gases internal_itching itch appetite loss pain,5
Peptic ulcer diseae,vomiting indigestion abdominal_pain passage_of_gases internal_itching itch pain,5
Peptic ulcer diseae,vomiting indigestion loss_of_appetite passage_of_gases internal_itching itch appetite loss,5
Peptic ulcer diseae,vomiting indigestion loss_of_appetite abdominal_pain internal_itching itch appetite loss pain,5
Peptic ulcer diseae,vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases appetite loss pain,5
Peptic ulcer diseae,vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching itch appetite loss pain,6
Peptic ulcer diseae,vomiting indigestion loss_of_appetite abdominal_pain passage_of_gases internal_itching itch appetite loss pain,6
AIDS,muscle_wasting patches_in_throat high_fever extra_marital_contacts patch throat fever muscle,4
AIDS,patches_in_throat high_fever extra_marital_contacts patch throat fever,3
AIDS,muscle_wasting high_fever extra_marital_contacts fever muscle,3
AIDS,muscle_wasting patches_in_throat extra_marital_contacts patch throat muscle,3
AIDS,muscle_wasting patches_in_throat high_fever patch throat fever muscle,3
AIDS,muscle_wasting patches_in_throat high_fever extra_marital_contacts patch throat fever muscle,4
AIDS,muscle_wasting patches_in_throat high_fever extra_marital_contacts patch throat fever muscle,4
AIDS,patches_in_throat high_fever extra_marital_contacts patch throat fever,3
AIDS,muscle_wasting high_fever extra_marital_contacts fever muscle,3
AIDS,muscle_wasting patches_in_throat high_fever patch throat fever muscle,3
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,10
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,10
Diabetes ,weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite,9
Diabetes ,fatigue weight_loss lethargy irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue weight_loss restlessness irregular_sugar_level blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue weight_loss restlessness lethargy blurred_and_distorted_vision obesity excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level obesity excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision excessive_hunger increased_appetite polyuria appetite weight loss,9
Diabetes ,fatigue weight_loss restlessness lethargy irregular_sugar_level blurred_and_distorted_vision obesity increased_appetite polyuria appetite weight loss,9
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea eye,4
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea eye,4
Gastroenteritis,sunken_eyes dehydration diarrhoea eye,3
Gastroenteritis,vomiting dehydration diarrhoea,3
Gastroenteritis,vomiting sunken_eyes diarrhoea eye,3
Gastroenteritis,vomiting sunken_eyes dehydration eye,3
Gastroenteritis,vomiting sunken_eyes dehydration diarrhoea eye,4
Gastroenteritis,sunken_eyes dehydration diarrhoea eye,3
Gastroenteritis,vomiting dehydration diarrhoea,3
Gastroenteritis,vomiting sunken_eyes diarrhoea eye,3
Bronchial Asthma,fatigue cough high_fever breathlessness family_history mucoid_sputum history fever sputum,6
Bronchial Asthma,cough high_fever breathlessness family_history mucoid_sputum history fever sputum,5
Bronchial Asthma,fatigue high_fever breathlessness family_history mucoid_sputum history fever sputum,5
Bronchial Asthma,fatigue cough breathlessness family_history mucoid_sputum history sputum,5
Bronchial Asthma,fatigue cough high_fever family_history mucoid_sputum history fever sputum,5
Bronchial Asthma,fatigue cough high_fever breathlessness mucoid_sputum fever sputum,5
Bronchial Asthma,fatigue cough high_fever breathlessness family_history history fever,5
Bronchial Asthma,fatigue cough high_fever breathlessness family_history mucoid_sputum history fever sputum,6
Bronchial Asthma,cough high_fever breathlessness family_history mucoid_sputum history fever sputum,5
Bronchial Asthma,fatigue high_fever breathlessness family_history mucoid_sputum history fever sputum,5
Hypertension ,headache chest_pain dizziness loss_of_balance lack_of_concentration loss pain,5
Hypertension ,chest_pain dizziness loss_of_balance lack_of_concentration loss pain,4
Hypertension ,headache dizziness loss_of_balance lack_of_concentration loss,4
Hypertension ,headache chest_pain loss_of_balance lack_of_concentration loss pain,4
Hypertension ,headache chest_pain dizziness lack_of_concentration pain,4
Hypertension ,headache chest_pain dizziness loss_of_balance loss pain,4
Hypertension ,headache chest_pain dizziness loss_of_balance lack_of_concentration loss pain,5
Hypertension ,chest_pain dizziness loss_of_balance lack_of_concentration loss pain,4
Hypertension ,headache dizziness loss_of_balance lack_of_concentration loss,4
Hypertension ,headache chest_pain loss_of_balance lack_of_concentration loss pain,4
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances neck stiff,9
Migraine,indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances neck stiff,8
Migraine,acidity headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances neck stiff,8
Migraine,acidity indigestion blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances neck stiff,8
Migraine,acidity indigestion headache excessive_hunger stiff_neck depression irritability visual_disturbances neck stiff,8
Migraine,acidity indigestion headache blurred_and_distorted_vision stiff_neck depression irritability visual_disturbances neck stiff,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger depression irritability visual_disturbances,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck irritability visual_disturbances neck stiff,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression visual_disturbances neck stiff,8
Migraine,acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability neck stiff,8
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance loss neck weakness pain,5
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance loss neck weakness pain,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance loss neck weakness pain,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance loss neck pain,4
Cervical spondylosis,back_pain weakness_in_limbs dizziness loss_of_balance loss weakness pain,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain loss_of_balance loss neck weakness pain,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness neck weakness pain,4
Cervical spondylosis,back_pain weakness_in_limbs neck_pain dizziness loss_of_balance loss neck weakness pain,5
Cervical spondylosis,weakness_in_limbs neck_pain dizziness loss_of_balance loss neck weakness pain,4
Cervical spondylosis,back_pain neck_pain dizziness loss_of_balance loss neck pain,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium body weakness,4
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium body weakness,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium body weakness,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium body weakness,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side body weakness,3
Paralysis (brain hemorrhage),vomiting headache weakness_of_one_body_side altered_sensorium body weakness,4
Paralysis (brain hemorrhage),headache weakness_of_one_body_side altered_sensorium body weakness,3
Paralysis (brain hemorrhage),vomiting weakness_of_one_body_side altered_sensorium body weakness,3
Paralysis (brain hemorrhage),vomiting headache altered_sensorium,3
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain yellow itch urine weight loss skin fever pain,8
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain yellow itch urine weight loss skin fever pain,8
Jaundice,vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain yellow urine weight loss skin fever pain,7
Jaundice,itching fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain yellow itch urine weight loss skin fever pain,7
Jaundice,itching vomiting weight_loss high_fever yellowish_skin dark_urine abdominal_pain yellow itch urine weight loss skin fever pain,7
Jaundice,itching vomiting fatigue high_fever yellowish_skin dark_urine abdominal_pain yellow itch urine skin fever pain,7
Jaundice,itching vomiting fatigue weight_loss yellowish_skin dark_urine abdominal_pain yellow itch urine weight loss skin pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever dark_urine abdominal_pain itch urine weight loss fever pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin abdominal_pain yellow itch weight loss skin fever pain,7
Jaundice,itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine yellow itch urine weight loss skin fever,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain fever pain muscle,7
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain fever pain muscle,8
Malaria,chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain fever pain muscle,8
Malaria,vomiting high_fever sweating headache nausea diarrhoea muscle_pain fever pain muscle,7
Malaria,chills high_fever sweating headache nausea diarrhoea muscle_pain fever pain muscle,7
Malaria,chills vomiting sweating headache nausea diarrhoea muscle_pain pain muscle,7
Malaria,chills vomiting high_fever headache nausea diarrhoea muscle_pain fever pain muscle,7
Malaria,chills vomiting high_fever sweating nausea diarrhoea muscle_pain fever pain muscle,7
Malaria,chills vomiting high_fever sweating headache diarrhoea muscle_pain fever pain muscle,7
Malaria,chills vomiting high_fever sweating headache nausea muscle_pain fever pain muscle,7
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,11
Chicken pox,skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot appetite loss body skin fever swell,10
Chicken pox,itching fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body fever swell,10
Chicken pox,itching skin_rash lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,10
Chicken pox,itching skin_rash fatigue high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,10
Chicken pox,itching skin_rash fatigue lethargy headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache mild_fever swelled_lymph_nodes malaise red_spots_over_body red spot itch body skin fever swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite swelled_lymph_nodes malaise red_spots_over_body red spot itch appetite loss body skin fever swell,10
Chicken pox,itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever malaise red_spots_over_body red spot itch appetite loss body skin fever,10
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle joint,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise red_spots_over_body red spot appetite loss eye body skin fever pain joint,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain appetite loss eye skin fever pain muscle joint,13
Dengue,skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle joint,14
Dengue,chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body fever pain muscle joint,13
Dengue,skin_rash joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle joint,13
Dengue,skin_rash chills vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle,13
Dengue,skin_rash chills joint_pain fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle joint,13
Dengue,skin_rash chills joint_pain vomiting high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin fever pain muscle joint,13
Dengue,skin_rash chills joint_pain vomiting fatigue headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body red spot appetite loss eye body skin pain muscle joint,13
Typhoid,chills vomiting fatigue high_fever nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation diarrhoea toxic_look_(typhos) belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain toxic_look_(typhos) belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea belly_pain fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) fever pain,10
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,11
Typhoid,chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,11
Typhoid,chills fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain fever pain,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,11
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,11
hepatitis A,vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle,10
hepatitis A,joint_pain yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,10
hepatitis A,joint_pain vomiting dark_urine nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye fever pain muscle joint,10
hepatitis A,joint_pain vomiting yellowish_skin nausea loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow appetite loss eye skin fever pain muscle joint,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine loss_of_appetite abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea abdominal_pain diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine eye skin fever pain muscle joint,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite diarrhoea mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,10
hepatitis A,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain mild_fever yellowing_of_eyes muscle_pain yellow urine appetite loss eye skin fever pain muscle joint,10
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,12
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,12
Hepatitis B,fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow urine appetite blood receive loss eye skin pain,11
Hepatitis B,itching lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,11
Hepatitis B,itching fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,11
Hepatitis B,itching fatigue lethargy dark_urine loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye pain,11
Hepatitis B,itching fatigue lethargy yellowish_skin loss_of_appetite abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine abdominal_pain yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine blood receive eye skin pain,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite yellow_urine yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin,11
Hepatitis B,itching fatigue lethargy yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes malaise receiving_blood_transfusion receiving_unsterile_injections yellow itch urine appetite blood receive loss eye skin pain,11
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history yellow appetite loss history skin,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history skin,6
Hepatitis C,yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history skin,5
Hepatitis C,fatigue nausea loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history,5
Hepatitis C,fatigue yellowish_skin loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history skin,5
Hepatitis C,fatigue yellowish_skin nausea yellowing_of_eyes family_history yellow eye history skin,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite family_history yellow appetite loss history skin,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes yellow appetite loss eye skin,5
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history skin,6
Hepatitis C,fatigue yellowish_skin nausea loss_of_appetite yellowing_of_eyes family_history yellow appetite loss eye history skin,6
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye skin pain joint,9
Hepatitis D,vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye skin pain,8
Hepatitis D,joint_pain fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye skin pain joint,8
Hepatitis D,joint_pain vomiting yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye skin pain joint,8
Hepatitis D,joint_pain vomiting fatigue dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye pain joint,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes yellow appetite loss eye skin pain joint,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes yellow urine appetite loss eye skin pain joint,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea abdominal_pain yellowing_of_eyes yellow urine eye skin pain joint,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite yellowing_of_eyes yellow urine appetite loss eye skin pain joint,8
Hepatitis D,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellow urine appetite loss skin pain joint,8
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,13
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,13
Hepatitis E,vomiting fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain,12
Hepatitis E,joint_pain fatigue high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,12
Hepatitis E,joint_pain vomiting high_fever yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,12
Hepatitis E,joint_pain vomiting fatigue yellowish_skin dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin pain joint,12
Hepatitis E,joint_pain vomiting fatigue high_fever dark_urine nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye fever pain joint,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin nausea loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow appetite loss eye skin fever pain joint,12
Hepatitis E,joint_pain vomiting fatigue high_fever yellowish_skin dark_urine loss_of_appetite abdominal_pain yellowing_of_eyes acute_liver_failure coma stomach_bleeding stomach yellow urine appetite loss eye skin fever pain joint,12
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload stomach yellow history skin swell pain,7
Alcoholic hepatitis,vomiting yellowish_skin abdominal_pain swelling_of_stomach distention_of_abdomen history_of_alcohol_consumption fluid_overload stomach yellow history skin swell pain,7
